source: https://emojipedia.org/emoji/

️ Variation Selector-16	U+FE0F
  🐒 Monkey	U+1F412
  🦍 Gorilla	U+1F98D
  🐶 Dog Face	U+1F436
  🐕 Dog	U+1F415
  🐩 Poodle	U+1F429
  🐺 Wolf	U+1F43A
  🦊 Fox	U+1F98A
  🐱 Cat Face	U+1F431
  🐈 Cat	U+1F408
  🦁 Lion	U+1F981
  🐯 Tiger Face	U+1F42F
  🐅 Tiger	U+1F405
  🐆 Leopard	U+1F406
  🐴 Horse Face	U+1F434
  🐎 Horse	U+1F40E
  🦄 Unicorn	U+1F984
  🦓 Zebra	U+1F993
  🦌 Deer	U+1F98C
  🐮 Cow Face	U+1F42E
  🐂 Ox	U+1F402
  🐃 Water Buffalo	U+1F403
  🐄 Cow	U+1F404
  🐷 Pig Face	U+1F437
  🐖 Pig	U+1F416
  🐗 Boar	U+1F417
  🐽 Pig Nose	U+1F43D
  🐏 Ram	U+1F40F
  🐑 Ewe	U+1F411
  🐐 Goat	U+1F410
  🐪 Camel	U+1F42A
  🐫 Two-Hump Camel	U+1F42B
  🦒 Giraffe	U+1F992
  🐘 Elephant	U+1F418
  🦏 Rhinoceros	U+1F98F
  🐭 Mouse Face	U+1F42D
  🐁 Mouse	U+1F401
  🐀 Rat	U+1F400
  🐹 Hamster	U+1F439
  🐰 Rabbit Face	U+1F430
  🐇 Rabbit	U+1F407
  🐿️ Chipmunk	U+1F43F, U+FE0F
  🦔 Hedgehog	U+1F994
  🦇 Bat	U+1F987
  🐻 Bear	U+1F43B
  🐨 Koala	U+1F428
  🐼 Panda	U+1F43C
  🐾 Paw Prints	U+1F43E
  🦃 Turkey	U+1F983
  🐔 Chicken	U+1F414
  🐓 Rooster	U+1F413
  🐣 Hatching Chick	U+1F423
  🐤 Baby Chick	U+1F424
  🐥 Front-Facing Baby Chick	U+1F425
  🐦 Bird	U+1F426
  🐧 Penguin	U+1F427
  🕊️ Dove	U+1F54A, U+FE0F
  🦅 Eagle	U+1F985
  🦆 Duck	U+1F986
  🦉 Owl	U+1F989
  🐸 Frog	U+1F438
  🐊 Crocodile	U+1F40A
  🐢 Turtle	U+1F422
  🦎 Lizard	U+1F98E
  🐍 Snake	U+1F40D
  🐲 Dragon Face	U+1F432
  🐉 Dragon	U+1F409
  🦕 Sauropod	U+1F995
  🦖 T-Rex	U+1F996
  🐳 Spouting Whale	U+1F433
  🐋 Whale	U+1F40B
  🐬 Dolphin	U+1F42C
  🐟 Fish	U+1F41F
  🐠 Tropical Fish	U+1F420
  🐡 Blowfish	U+1F421
  🦈 Shark	U+1F988
  🐙 Octopus	U+1F419
  🐚 Spiral Shell	U+1F41A

  🐌 Snail	U+1F40C
  🦋 Butterfly	U+1F98B
  🐛 Bug	U+1F41B
  🐜 Ant	U+1F41C
  🐝 Honeybee	U+1F41D
  🐞 Lady Beetle	U+1F41E
  🦗 Cricket	U+1F997
  🕷️ Spider	U+1F577, U+FE0F
  🕸️ Spider Web	U+1F578, U+FE0F
  🦂 Scorpion	U+1F982

Plants
  💐 Bouquet	U+1F490
  🌸 Cherry Blossom	U+1F338
  💮 White Flower	U+1F4AE
  🏵️ Rosette	U+1F3F5, U+FE0F
  🌹 Rose	U+1F339
  🥀 Wilted Flower	U+1F940
  🌺 Hibiscus	U+1F33A
  🌻 Sunflower	U+1F33B
  🌼 Blossom	U+1F33C
  🌷 Tulip	U+1F337
  🌱 Seedling	U+1F331
  🌲 Evergreen Tree	U+1F332
  🌳 Deciduous Tree	U+1F333
  🌴 Palm Tree	U+1F334
  🌵 Cactus	U+1F335
  🌾 Sheaf of Rice	U+1F33E
  🌿 Herb	U+1F33F
  ☘️ Shamrock	U+2618, U+FE0F
  🍀 Four Leaf Clover	U+1F340
  🍁 Maple Leaf	U+1F341
  🍂 Fallen Leaf	U+1F342
  🍃 Leaf Fluttering in Wind	U+1F343

Food
  🍇 Grapes	U+1F347
  🍈 Melon	U+1F348
  🍉 Watermelon	U+1F349
  🍊 Tangerine	U+1F34A
  🍋 Lemon	U+1F34B
  🍌 Banana	U+1F34C
  🍍 Pineapple	U+1F34D
  🍎 Red Apple	U+1F34E
  🍏 Green Apple	U+1F34F
  🍐 Pear	U+1F350
  🍑 Peach	U+1F351
  🍒 Cherries	U+1F352
  🍓 Strawberry	U+1F353
  🥝 Kiwi Fruit	U+1F95D
  🍅 Tomato	U+1F345
  🥥 Coconut	U+1F965
  🥑 Avocado	U+1F951
  🍆 Eggplant	U+1F346
  🥔 Potato	U+1F954
  🥕 Carrot	U+1F955
  🌽 Ear of Corn	U+1F33D
  🌶️ Hot Pepper	U+1F336, U+FE0F
  🥒 Cucumber	U+1F952
  🥦 Broccoli	U+1F966
  🍄 Mushroom	U+1F344
  🥜 Peanuts	U+1F95C
  🌰 Chestnut	U+1F330

  🍞 Bread	U+1F35E
  🥐 Croissant	U+1F950
  🥖 Baguette Bread	U+1F956
  🥨 Pretzel	U+1F968
  🥞 Pancakes	U+1F95E
  🧀 Cheese Wedge	U+1F9C0

  🍖 Meat on Bone	U+1F356
  🍗 Poultry Leg	U+1F357
  🥩 Cut of Meat	U+1F969
  🥓 Bacon	U+1F953
  🍔 Hamburger	U+1F354
  🍟 French Fries	U+1F35F
  🍕 Pizza	U+1F355
  🌭 Hot Dog	U+1F32D
  🥪 Sandwich	U+1F96A
  🌮 Taco	U+1F32E
  🌯 Burrito	U+1F32F
  🥙 Stuffed Flatbread	U+1F959
  🥚 Egg	U+1F95A

  🍳 Cooking	U+1F373
  🥘 Shallow Pan of Food	U+1F958
  🍲 Pot of Food	U+1F372
  🥣 Bowl with Spoon	U+1F963
  🥗 Green Salad	U+1F957
  🍿 Popcorn	U+1F37F
  🥫 Canned Food	U+1F96B
  🍱 Bento Box	U+1F371
  🍘 Rice Cracker	U+1F358
  🍙 Rice Ball	U+1F359
  🍚 Cooked Rice	U+1F35A
  🍛 Curry Rice	U+1F35B
  🍜 Steaming Bowl	U+1F35C
  🍝 Spaghetti	U+1F35D
  🍠 Roasted Sweet Potato	U+1F360
  🍢 Oden	U+1F362
  🍣 Sushi	U+1F363
  🍤 Fried Shrimp	U+1F364
  🍥 Fish Cake with Swirl	U+1F365
  🍡 Dango	U+1F361
  🥟 Dumpling	U+1F95F
  🥠 Fortune Cookie	U+1F960
  🥡 Takeout Box	U+1F961
  🦀 Crab	U+1F980
  🦐 Shrimp	U+1F990
  🦑 Squid	U+1F991
  🍦 Soft Ice Cream	U+1F366
  🍧 Shaved Ice	U+1F367
  🍨 Ice Cream	U+1F368
  🍩 Doughnut	U+1F369
  🍪 Cookie	U+1F36A
  🎂 Birthday Cake	U+1F382
  🍰 Shortcake	U+1F370
  🥧 Pie	U+1F967
  🍫 Chocolate Bar	U+1F36B
  🍬 Candy	U+1F36C
  🍭 Lollipop	U+1F36D
  🍮 Custard	U+1F36E
  🍯 Honey Pot	U+1F36F
  🍼 Baby Bottle	U+1F37C
  🥛 Glass of Milk	U+1F95B
  ☕ Hot Beverage	U+2615
  🍵 Teacup Without Handle	U+1F375
  🍶 Sake	U+1F376
  🍾 Bottle with Popping Cork	U+1F37E
  🍷 Wine Glass	U+1F377
  🍸 Cocktail Glass	U+1F378
  🍹 Tropical Drink	U+1F379
  🍺 Beer Mug	U+1F37A
  🍻 Clinking Beer Mugs	U+1F37B
  🥂 Clinking Glasses	U+1F942
  🥃 Tumbler Glass	U+1F943
  🥤 Cup with Straw	U+1F964
  🥢 Chopsticks	U+1F962

  🍽️ Fork and Knife with Plate	U+1F37D, U+FE0F
  🍴 Fork and Knife	U+1F374
  🥄 Spoon	U+1F944
  🔪 Kitchen Knife	U+1F52A
  🏺 Amphora	U+1F3FA

Locations
  🌍 Globe Showing Europe-Africa	U+1F30D
  🌎 Globe Showing Americas	U+1F30E
  🌏 Globe Showing Asia-Australia	U+1F30F
  🌐 Globe with Meridians	U+1F310
  🗺️ World Map	U+1F5FA, U+FE0F
  🗾 Map of Japan	U+1F5FE
  🏔️ Snow-Capped Mountain	U+1F3D4, U+FE0F
  ⛰️ Mountain	U+26F0, U+FE0F
  🌋 Volcano	U+1F30B
  🗻 Mount Fuji	U+1F5FB
  🏕️ Camping	U+1F3D5, U+FE0F
  🏖️ Beach with Umbrella	U+1F3D6, U+FE0F
  🏜️ Desert	U+1F3DC, U+FE0F
  🏝️ Desert Island	U+1F3DD, U+FE0F
  🏞️ National Park	U+1F3DE, U+FE0F
  🏟️ Stadium	U+1F3DF, U+FE0F
  🏛️ Classical Building	U+1F3DB, U+FE0F
  🏗️ Building Construction	U+1F3D7, U+FE0F
  🏘️ Houses	U+1F3D8, U+FE0F
  🏚️ Derelict House	U+1F3DA, U+FE0F
  🏠 House	U+1F3E0
  🏡 House with Garden	U+1F3E1
  🏢 Office Building	U+1F3E2
  🏣 Japanese Post Office	U+1F3E3
  🏤 Post Office	U+1F3E4
  🏥 Hospital	U+1F3E5
  🏦 Bank	U+1F3E6
  🏨 Hotel	U+1F3E8
  🏩 Love Hotel	U+1F3E9
  🏪 Convenience Store	U+1F3EA
  🏫 School	U+1F3EB
  🏬 Department Store	U+1F3EC
  🏭 Factory	U+1F3ED
  🏯 Japanese Castle	U+1F3EF
  🏰 Castle	U+1F3F0
  💒 Wedding	U+1F492
  🗼 Tokyo Tower	U+1F5FC
  🗽 Statue of Liberty	U+1F5FD
  ⛪ Church	U+26EA
  🕌 Mosque	U+1F54C
  🕍 Synagogue	U+1F54D
  ⛩️ Shinto Shrine	U+26E9, U+FE0F
  🕋 Kaaba	U+1F54B
  ⛲ Fountain	U+26F2
  ⛺ Tent	U+26FA
  🌁 Foggy	U+1F301
  🌃 Night with Stars	U+1F303
  🏙️ Cityscape	U+1F3D9, U+FE0F
  🌄 Sunrise Over Mountains	U+1F304
  🌅 Sunrise	U+1F305
  🌆 Cityscape at Dusk	U+1F306
  🌇 Sunset	U+1F307
  🌉 Bridge at Night	U+1F309
  ♨️ Hot Springs	U+2668, U+FE0F
  🎠 Carousel Horse	U+1F3A0
  🎡 Ferris Wheel	U+1F3A1
  🎢 Roller Coaster	U+1F3A2
  💈 Barber Pole	U+1F488
  🎪 Circus Tent	U+1F3AA

Vehicles
  🚂 Locomotive	U+1F682
  🚃 Railway Car	U+1F683
  🚄 High-Speed Train	U+1F684
  🚅 Bullet Train	U+1F685
  🚆 Train	U+1F686
  🚇 Metro	U+1F687
  🚈 Light Rail	U+1F688
  🚉 Station	U+1F689
  🚊 Tram	U+1F68A
  🚝 Monorail	U+1F69D
  🚞 Mountain Railway	U+1F69E
  🚋 Tram Car	U+1F68B
  🚌 Bus	U+1F68C
  🚍 Oncoming Bus	U+1F68D
  🚎 Trolleybus	U+1F68E
  🚐 Minibus	U+1F690
  🚑 Ambulance	U+1F691
  🚒 Fire Engine	U+1F692
  🚓 Police Car	U+1F693
  🚔 Oncoming Police Car	U+1F694
  🚕 Taxi	U+1F695
  🚖 Oncoming Taxi	U+1F696
  🚗 Automobile	U+1F697
  🚘 Oncoming Automobile	U+1F698
  🚙 Sport Utility Vehicle	U+1F699
  🚚 Delivery Truck	U+1F69A
  🚛 Articulated Lorry	U+1F69B
  🚜 Tractor	U+1F69C
  🏎️ Racing Car	U+1F3CE, U+FE0F
  🏍️ Motorcycle	U+1F3CD, U+FE0F
  🛵 Motor Scooter	U+1F6F5
  🚲 Bicycle	U+1F6B2
  🛴 Kick Scooter	U+1F6F4
  🚏 Bus Stop	U+1F68F
  🛣️ Motorway	U+1F6E3, U+FE0F
  🛤️ Railway Track	U+1F6E4, U+FE0F
  🛢️ Oil Drum	U+1F6E2, U+FE0F
  ⛽ Fuel Pump	U+26FD
  🚨 Police Car Light	U+1F6A8
  🚥 Horizontal Traffic Light	U+1F6A5
  🚦 Vertical Traffic Light	U+1F6A6
  🛑 Stop Sign	U+1F6D1
  🚧 Construction	U+1F6A7
  ⚓ Anchor	U+2693
  ⛵ Sailboat	U+26F5
  🛶 Canoe	U+1F6F6
  🚤 Speedboat	U+1F6A4
  🛳️ Passenger Ship	U+1F6F3, U+FE0F
  ⛴️ Ferry	U+26F4, U+FE0F
  🛥️ Motor Boat	U+1F6E5, U+FE0F
  🚢 Ship	U+1F6A2
  ✈️ Airplane	U+2708, U+FE0F
  🛩️ Small Airplane	U+1F6E9, U+FE0F
  🛫 Airplane Departure	U+1F6EB
  🛬 Airplane Arrival	U+1F6EC
  💺 Seat	U+1F4BA
  🚁 Helicopter	U+1F681
  🚟 Suspension Railway	U+1F69F
  🚠 Mountain Cableway	U+1F6A0
  🚡 Aerial Tramway	U+1F6A1
  🛰️ Satellite	U+1F6F0, U+FE0F
  🚀 Rocket	U+1F680
  🛸 Flying Saucer	U+1F6F8
  🛎️ Bellhop Bell	U+1F6CE, U+FE0F

Time
  ⌛ Hourglass Done	U+231B
  ⏳ Hourglass Not Done	U+23F3
  ⌚ Watch	U+231A
  ⏰ Alarm Clock	U+23F0
  ⏱️ Stopwatch	U+23F1, U+FE0F
  ⏲️ Timer Clock	U+23F2, U+FE0F
  🕰️ Mantelpiece Clock	U+1F570, U+FE0F
  🕛 Twelve O’Clock	U+1F55B
  🕧 Twelve-Thirty	U+1F567
  🕐 One O’Clock	U+1F550
  🕜 One-Thirty	U+1F55C
  🕑 Two O’Clock	U+1F551
  🕝 Two-Thirty	U+1F55D
  🕒 Three O’Clock	U+1F552
  🕞 Three-Thirty	U+1F55E
  🕓 Four O’Clock	U+1F553
  🕟 Four-Thirty	U+1F55F
  🕔 Five O’Clock	U+1F554
  🕠 Five-Thirty	U+1F560
  🕕 Six O’Clock	U+1F555
  🕡 Six-Thirty	U+1F561
  🕖 Seven O’Clock	U+1F556
  🕢 Seven-Thirty	U+1F562
  🕗 Eight O’Clock	U+1F557
  🕣 Eight-Thirty	U+1F563
  🕘 Nine O’Clock	U+1F558
  🕤 Nine-Thirty	U+1F564
  🕙 Ten O’Clock	U+1F559
  🕥 Ten-Thirty	U+1F565
  🕚 Eleven O’Clock	U+1F55A
  🕦 Eleven-Thirty	U+1F566

Moon Phases
  🌑 New Moon	U+1F311
  🌒 Waxing Crescent Moon	U+1F312
  🌓 First Quarter Moon	U+1F313
  🌔 Waxing Gibbous Moon	U+1F314
  🌕 Full Moon	U+1F315
  🌖 Waning Gibbous Moon	U+1F316
  🌗 Last Quarter Moon	U+1F317
  🌘 Waning Crescent Moon	U+1F318
  🌙 Crescent Moon	U+1F319
  🌚 New Moon Face	U+1F31A
  🌛 First Quarter Moon Face	U+1F31B
  🌜 Last Quarter Moon Face	U+1F31C

Weather
  🌡️ Thermometer	U+1F321, U+FE0F
  ☀️ Sun	U+2600, U+FE0F
  🌝 Full Moon Face	U+1F31D
  🌞 Sun with Face	U+1F31E
  ⭐ Star	U+2B50
  🌟 Glowing Star	U+1F31F
  🌠 Shooting Star	U+1F320
  🌌 Milky Way	U+1F30C
  ☁️ Cloud	U+2601, U+FE0F
  ⛅ Sun Behind Cloud	U+26C5
  ⛈️ Cloud with Lightning and Rain	U+26C8, U+FE0F
  🌤️ Sun Behind Small Cloud	U+1F324, U+FE0F
  🌥️ Sun Behind Large Cloud	U+1F325, U+FE0F
  🌦️ Sun Behind Rain Cloud	U+1F326, U+FE0F
  🌧️ Cloud with Rain	U+1F327, U+FE0F
  🌨️ Cloud with Snow	U+1F328, U+FE0F
  🌩️ Cloud with Lightning	U+1F329, U+FE0F
  🌪️ Tornado	U+1F32A, U+FE0F
  🌫️ Fog	U+1F32B, U+FE0F
  🌬️ Wind Face	U+1F32C, U+FE0F
  🌀 Cyclone	U+1F300
  🌈 Rainbow	U+1F308
  🌂 Closed Umbrella	U+1F302
  ☂️ Umbrella	U+2602, U+FE0F
  ☔ Umbrella with Rain Drops	U+2614
